PropertyID,Area,Plate,Module,HousingName,Issue,Fromusername,PropertyType,Zipcode,Location,UpdateTime
4086,奉贤,奉贤其它,外环以外,康乐新村,,,住宅,202156,,2015-12-11 00:00:00.000
4087,青浦,青浦新城,外环以外,西虹新村,,,住宅,201700,,2015-12-11 00:00:00.000
4088,青浦,青浦新城,外环以外,云湖公寓,,,住宅,201799,,2015-12-11 00:00:00.000
4089,嘉定,安亭汽车城,外环以外,新黄路11弄,,,住宅,201804,,2016-12-28 15:43:00.000
4090,嘉定,嘉定主城区,外环以外,南苑十村,,,住宅,201821,,2015-12-11 00:00:00.000
4091,嘉定,嘉定主城区,外环以外,北大街161弄,,,住宅,201899,,2015-12-11 00:00:00.000
4092,嘉定,嘉定主城区,外环以外,温宿路42弄,,,住宅,201899,,2015-12-11 00:00:00.000
4093,嘉定,嘉定主城区,外环以外,怡景花园,,,住宅,201821,,2015-12-11 00:00:00.000
4094,嘉定,嘉定主城区,外环以外,金沙公寓,,,住宅,201899,,2015-12-11 00:00:00.000
4095,浦东,惠南,外环以外,人民东路2785弄,,,综合社区,201399,,2015-12-11 00:00:00.000
4096,崇明,崇明新城,外环以外,金月湾小区,,,住宅,202150,,2015-12-11 00:00:00.000
4097,金山,枫泾,外环以外,枫景家园,,,住宅,201501,,2015-12-11 00:00:00.000
4098,嘉定,安亭汽车城,外环以外,方中路77弄,,,综合社区,201814,,2015-12-11 00:00:00.000
4099,金山,石化,外环以外,隆安大楼,,,住宅,201511,,2015-12-11 00:00:00.000
4100,松江,松江南部,外环以外,好莱坞小区,,,综合社区,201611,,2015-12-11 00:00:00.000
4101,金山,枫泾,外环以外,新泾路333弄,,,住宅,201501,,2015-12-11 00:00:00.000
4102,浦东,川沙,外环以外,前哨路231弄,,,住宅,201201,,2015-12-11 00:00:00.000
4103,浦东,川沙,外环以外,金钟苑,,,住宅,201299,,2015-12-11 00:00:00.000
4104,徐汇,徐汇滨江,内中环间,华济苑,,,住宅,200231,,2015-12-11 00:00:00.000
4105,浦东,外高桥,中外环间,慈善街125弄,,,住宅,200137,,2015-12-11 00:00:00.000
4106,崇明,崇明新城,外环以外,体育路128弄,,,住宅,201508,,2015-12-11 00:00:00.000
4107,长宁,中山公园,内环以内,福世花园,,,住宅,200050,,2015-12-11 00:00:00.000
4108,嘉定,南翔,外环以外,南华路5弄,,,住宅,201802,,2015-12-11 00:00:00.000
4109,闵行,金虹桥,中外环间,吴中路550弄,,,住宅,201103,,2015-12-11 00:00:00.000
4110,奉贤,南桥新城,外环以外,立新中路82弄,,,住宅,201499,,2015-12-11 00:00:00.000
4111,嘉定,嘉定主城区,外环以外,六一新村,,,综合社区,201899,,2015-12-11 00:00:00.000
4112,虹口,四川北路,内环以内,天宝路521弄,,,待定,200086,,2015-12-11 00:00:00.000
4113,徐汇,徐汇中心,内环以内,交大公寓,,,住宅,200030,,2015-12-11 00:00:00.000
4114,杨浦,鞍山,内环以内,嘉禄公寓,,,住宅,200082,,2015-12-11 00:00:00.000
4115,静安,大宁,内中环间,延长中路500弄,,,住宅,200072,,2015-12-11 00:00:00.000
4116,金山,金山中部,外环以外,璜豀新村,,,住宅,201505,,2015-12-11 00:00:00.000
4117,金山,朱泾,外环以外,罗东新村,,,住宅,202165,,2015-12-11 00:00:00.000
4118,奉贤,南桥新城,外环以外,紫竹新苑,,,住宅,201401,,2015-12-11 00:00:00.000
4119,青浦,青浦新城,外环以外,蓬莱苑,,,住宅,201700,,2015-12-11 00:00:00.000
4120,嘉定,嘉定主城区,外环以外,嘉华居,,,综合社区,201899,,2015-12-11 00:00:00.000
4121,虹口,曲阳,内中环间,海虹苑,,,住宅,200083,,2015-12-11 00:00:00.000
4122,浦东,张江,中外环间,伟丰新村,,,住宅,201210,,2015-12-11 00:00:00.000
4123,松江,松江新城,外环以外,谷阳北路1470弄,,,商铺,201620,,2015-12-11 00:00:00.000
4124,嘉定,嘉定主城区,外环以外,嘉钟花苑,,,住宅,201899,,2015-12-11 00:00:00.000
4125,嘉定,嘉定主城区,外环以外,温宿路39弄,,,住宅,201899,,2015-12-11 00:00:00.000
4126,长宁,虹桥,内中环间,天山路680弄,,,综合社区,200051,,2015-12-11 00:00:00.000
4127,杨浦,鞍山,内环以内,霍山路1200弄,,,住宅,200082,,2015-12-11 00:00:00.000
4128,宝山,淞宝,外环以外,牡丹锦苑,,,住宅,201999,,2015-12-11 00:00:00.000
4129,宝山,大华,内中环间,新沪路345弄,,,住宅,200442,,2015-12-11 00:00:00.000
4130,金山,枫泾,外环以外,枫阳新村,,,综合社区,201501,,2015-12-11 00:00:00.000
4131,松江,新桥,外环以外,绿洲比华利花园,,,别墅,201612,,2015-12-11 00:00:00.000
4132,徐汇,徐汇中心,内环以内,伯乐大院,,,住宅,200031,,2015-12-11 00:00:00.000
4133,长宁,虹桥,内中环间,古北万科广场,,,商住楼,201103,,2015-12-11 00:00:00.000
4134,静安,曹家渡,内环以内,延平路440号,,,住宅,200042,,2015-12-11 00:00:00.000
4135,徐汇,长桥,内中环间,东泉佳苑,,,住宅,200232,,2015-12-11 00:00:00.000
4136,浦东,周康,外环以外,明纶园,,,住宅,201315,,2015-12-11 00:00:00.000
4137,浦东,北蔡,外环以外,龙博公寓,,,住宅,201204,,2015-12-11 00:00:00.000
4138,金山,金山中部,外环以外,新建新村,,,住宅,201505,,2015-12-11 00:00:00.000
4139,金山,金山中部,外环以外,中心新村,,,住宅,201504,,2015-12-11 00:00:00.000
4140,金山,朱泾,外环以外,金昌苑,,,住宅,201599,,2015-12-11 00:00:00.000
4141,浦东,北蔡,内中环间,沪南公路1391弄,,,住宅,201204,,2015-12-11 00:00:00.000
4142,浦东,金桥,中外环间,宏南投资大厦,,,综合社区,200136,,2015-12-11 00:00:00.000
4143,浦东,洋泾,内环以内,明珠东苑,,,住宅,200135,,2015-12-11 00:00:00.000
4144,嘉定,嘉定北部,外环以外,绿苑四村,,,住宅,201804,,2015-12-11 00:00:00.000
4145,长宁,新华路,内环以内,晶采名人大厦,,,住宅,200052,,2015-12-11 00:00:00.000
4146,静安,不夜城,内环以内,局北村,,,住宅,200071,,2015-12-11 00:00:00.000
4147,虹口,四川北路,内环以内,海港大楼,,,住宅,200092,,2015-12-11 00:00:00.000
4148,虹口,曲阳,内环以内,广中路30弄,,,住宅,200083,,2016-12-28 14:55:00.000
4149,静安,彭浦,中外环间,三泉路424弄,,,住宅,200443,,2015-12-11 00:00:00.000
4150,普陀,光新,内中环间,沪太路788弄,,,住宅,200065,,2015-12-11 00:00:00.000
4151,普陀,真如,内中环间,信安新村,,,住宅,200061,,2015-12-11 00:00:00.000
4152,青浦,徐泾,外环以外,大豪山林别墅,,,别墅,201302,,2015-12-11 00:00:00.000
4153,黄浦,老西门,内环以内,南国大厦,,,住宅,200011,,2015-12-11 00:00:00.000
4154,浦东,陆家嘴,内环以内,潍坊路248号,,,住宅,200122,,2015-12-11 00:00:00.000
4155,长宁,新华路,内环以内,化工小区,,,住宅,200052,,2015-12-11 00:00:00.000
4156,黄浦,打浦桥,内环以内,蒙自西路28弄,,,住宅,200023,,2015-12-11 00:00:00.000
4157,徐汇,长桥,中外环间,星罗苑,,,住宅,200231,,2016-12-29 15:28:00.000
4158,长宁,虹桥,内中环间,中山西路640号,,,住宅,200051,,2015-12-11 00:00:00.000
4159,虹口,四川北路,内环以内,恒业路340弄,,,住宅,200081,,2015-12-11 00:00:00.000
4160,黄浦,打浦桥,内环以内,徐家汇路454弄,,,住宅,200025,,2015-12-11 00:00:00.000
4161,徐汇,龙华,内中环间,金浦大楼,,,住宅,200235,,2015-12-11 00:00:00.000
4162,浦东,陆家嘴,内环以内,荣成路41弄,,,住宅,200120,,2015-12-11 00:00:00.000
4163,闵行,华漕,外环以外,中华美路60弄,,,住宅,201106,,2015-12-11 00:00:00.000
4164,嘉定,嘉定北部,外环以外,绿苑大厦,,,住宅,201804,,2015-12-11 00:00:00.000
4165,金山,枫泾,外环以外,泾波路375弄,,,住宅,201501,,2015-12-11 00:00:00.000
4166,金山,石化,外环以外,锦华大楼,,,住宅,201511,,2015-12-11 00:00:00.000
4167,青浦,赵巷,外环以外,巷佳华苑,,,住宅,201799,,2015-12-11 00:00:00.000
4168,嘉定,南翔,外环以外,南华路3弄,,,住宅,201802,,2015-12-11 00:00:00.000
4169,崇明,崇明新城,外环以外,嘉年花苑,|三期,|,住宅,201508,,2015-12-11 00:00:00.000
4170,金山,朱泾,外环以外,尚成府邸,,,住宅,201500,,2015-12-11 00:00:00.000
4171,闵行,浦江,外环以外,红梅苑,,,住宅,201112,,2015-12-11 00:00:00.000
4172,虹口,四川北路,内环以内,爱家国际大厦,,,写字楼,200086,,2015-12-11 00:00:00.000
4173,浦东,金桥,中外环间,园丁楼,,,住宅,200136,,2015-12-11 00:00:00.000
4174,嘉定,嘉定主城区,外环以外,塔城东路550弄,,,住宅,201822,,2015-12-11 00:00:00.000
4175,闵行,莘庄,外环以外,莘沥路20弄,,,住宅,201199,,2015-12-11 00:00:00.000
4176,奉贤,奉贤其它,外环以外,兴华村,,,住宅,201400,,2015-12-11 00:00:00.000
4177,浦东,浦东其它,外环以外,振兴大楼,,,住宅,200092,,2015-12-11 00:00:00.000
4178,浦东,惠南,外环以外,水利新村,,,住宅,201802,,2015-12-11 00:00:00.000
4179,浦东,张江,中外环间,龙三路152弄,,,住宅,201203,,2015-12-11 00:00:00.000
4180,浦东,惠南,外环以外,申达新村,,,住宅,201300,,2015-12-11 00:00:00.000
4181,浦东,周康,外环以外,周东路135弄,,,待定,201318,,2015-12-11 00:00:00.000
4182,宝山,淞宝,外环以外,宝林雅苑,,,住宅,200940,,2015-12-11 00:00:00.000
4183,浦东,新场,外环以外,安广苑,,景尚缇香,别墅,201314,,2015-12-11 00:00:00.000
4184,浦东,浦东其它,外环以外,美庐苑,,,综合社区,201306,,2015-12-11 00:00:00.000
4185,徐汇,徐汇中心,内环以内,兆丰帝景苑,,,住宅,200030,,2015-12-11 00:00:00.000
4186,徐汇,田林,内中环间,宏润国际花园,,,住宅,200235,,2015-12-11 00:00:00.000
4187,静安,曹家渡,内环以内,延平路308弄,,,住宅,200042,,2015-12-11 00:00:00.000
4188,徐汇,徐汇中心,内环以内,尚谊小区,,,住宅,200032,,2015-12-11 00:00:00.000
4189,杨浦,五角场,内中环间,书馨公寓,,,住宅,200433,,2016-12-29 16:30:00.000
4190,徐汇,徐汇中心,内环以内,小木桥路227弄,,,住宅,200032,,2015-12-11 00:00:00.000
4191,静安,大宁,内中环间,西和田路441弄,,,待定,200072,,2015-12-11 00:00:00.000
4192,闵行,古美罗阳,中外环间,美琪花苑,,,综合社区,201108,,2015-12-11 00:00:00.000
4193,长宁,西郊,中外环间,虹梅路3900弄,,,住宅,201103,,2015-12-11 00:00:00.000
4194,浦东,北蔡,内中环间,川北公路380弄,,,住宅,201204,,2015-12-11 00:00:00.000
4195,金山,枫泾,外环以外,白牛二村,,,住宅,201501,,2015-12-11 00:00:00.000
4196,崇明,崇明新城,外环以外,跃淞新村,,,住宅,202150,,2015-12-11 00:00:00.000
4197,浦东,惠南,外环以外,惠丰园小区,,,住宅,201399,,2015-12-11 00:00:00.000
4198,嘉定,嘉定主城区,外环以外,嘉苑新村,,,住宅,201818,,2015-12-11 00:00:00.000
4199,闵行,金虹桥,中外环间,振虹苑,,,住宅,201103,,2015-12-11 00:00:00.000
4200,静安,南京西路,内环以内,中邮苑,,,住宅,200040,,2015-12-11 00:00:00.000
4201,金山,石化,外环以外,石化十三村,,,住宅,200540,,2015-12-11 00:00:00.000
4202,奉贤,南桥新城,外环以外,运河小区,,,住宅,201400,,2015-12-11 00:00:00.000
4203,嘉定,南翔,外环以外,民主东街62弄,,,住宅,201802,,2015-12-11 00:00:00.000
4204,青浦,青浦新城,外环以外,沙埭浜路255弄,,,住宅,201799,,2015-12-11 00:00:00.000
4205,嘉定,嘉定主城区,外环以外,塔城东路493弄,,,住宅,201822,,2015-12-11 00:00:00.000
4206,宝山,共康泗塘,中外环间,市一路220弄,,,住宅,201908,,2015-12-11 00:00:00.000
4207,嘉定,安亭汽车城,外环以外,博泰新苑,,,住宅,201805,,2015-12-11 00:00:00.000
4208,宝山,上大,中外环间,南大路76弄,,,住宅,200436,,2015-12-11 00:00:00.000
4209,嘉定,嘉定主城区,外环以外,温宿路16弄,,,住宅,201899,,2015-12-11 00:00:00.000
4210,嘉定,嘉定主城区,外环以外,南陈小区,,,住宅,201822,,2015-12-11 00:00:00.000
4211,嘉定,安亭汽车城,外环以外,水仙小区,,,住宅,201805,,2015-12-11 00:00:00.000
4212,浦东,川沙,外环以外,乔家浜路21弄,,,住宅,201299,,2015-12-11 00:00:00.000
4213,静安,曹家渡,内环以内,延平路259弄,,,待定,200042,,2015-12-11 00:00:00.000
4214,长宁,中山公园,内环以内,利西路280弄,,,待定,200050,,2015-12-11 00:00:00.000
4215,浦东,周康,外环以外,文馨苑,,,住宅,201318,,2015-12-11 00:00:00.000
4216,奉贤,南桥新城,外环以外,军民花苑,,,住宅,201400,,2015-12-11 00:00:00.000
4217,奉贤,奉贤其它,外环以外,锦港新村,,,综合社区,201401,,2015-12-11 00:00:00.000
4218,奉贤,南桥新城,外环以外,立新新村,,,住宅,201499,,2015-12-11 00:00:00.000
4219,徐汇,徐汇中心,内环以内,武康路391弄,,,待定,200031,,2015-12-11 00:00:00.000
4220,徐汇,徐汇中心,内环以内,武康大楼,,,住宅,200031,,2015-12-11 00:00:00.000
4221,徐汇,徐汇中心,内环以内,协和公寓,,,住宅,200032,,2015-12-11 00:00:00.000
4222,黄浦,老西门,内环以内,海潮路240弄,,,住宅,200011,,2015-12-11 00:00:00.000
4223,长宁,虹桥,内中环间,安龙路790弄,,,住宅,200336,,2015-12-11 00:00:00.000
4224,闵行,莘庄,外环以外,银星大厦,,,住宅,201199,,2015-12-11 00:00:00.000
4225,普陀,万里,内中环间,万里双子座,,,住宅,200333,,2015-12-11 00:00:00.000
4226,浦东,张江,中外环间,古桐五村,,,住宅,201210,,2015-12-11 00:00:00.000
4227,嘉定,真新,中外环间,丰庄十三街坊,,,住宅,201824,,2015-12-11 00:00:00.000
4228,徐汇,龙华,内中环间,龙华西路309弄,,,住宅,200232,,2015-12-11 00:00:00.000
4229,徐汇,龙华,内中环间,龙华路1881弄,,,住宅,200032,,2015-12-11 00:00:00.000
4230,崇明,崇明新城,外环以外,风伟三村,,,住宅,202150,,2015-12-11 00:00:00.000
4231,金山,金山中部,外环以外,浦银五村,,,住宅,201505,,2015-12-11 00:00:00.000
4232,金山,金山中部,外环以外,寺平新村,,,综合社区,201505,,2015-12-11 00:00:00.000
4233,金山,枫泾,外环以外,新枫新村,,,住宅,201501,,2015-12-11 00:00:00.000
4234,奉贤,奉贤其它,外环以外,奉德苑,,,住宅,201411,,2015-12-11 00:00:00.000
4235,奉贤,奉贤其它,外环以外,大桥公寓,,,综合社区,201401,,2015-12-11 00:00:00.000
4236,嘉定,嘉定北部,外环以外,育兰二村,,,住宅,201801,,2015-12-11 00:00:00.000
4237,嘉定,嘉定主城区,外环以外,新城六坊,,,住宅,201822,,2015-12-11 00:00:00.000
4238,青浦,青浦其它,外环以外,万寿桥商住楼,,,住宅,201799,,2015-12-11 00:00:00.000
4239,嘉定,安亭汽车城,外环以外,泰东公寓,,,住宅,201805,,2015-12-11 00:00:00.000
4240,松江,松江新城,外环以外,中山东路120弄,,,住宅,201699,,2015-12-11 00:00:00.000
4241,嘉定,嘉定北部,外环以外,封浜花园,,,住宅,201812,,2015-12-11 00:00:00.000
4242,嘉定,嘉定主城区,外环以外,南苑八村,,,住宅,201821,,2015-12-11 00:00:00.000
4243,浦东,张江,中外环间,张江路1616弄,,,住宅,201210,,2015-12-11 00:00:00.000
4244,嘉定,真新,中外环间,真新小区,,,住宅,201824,,2015-12-11 00:00:00.000
4245,嘉定,嘉定主城区,外环以外,仓场路421弄,,,住宅,201822,,2015-12-11 00:00:00.000
4246,嘉定,嘉定主城区,外环以外,嘉罗公路1081弄,,,住宅,201899,,2015-12-11 00:00:00.000
4247,嘉定,嘉定主城区,外环以外,嘉宝公寓,,,住宅,201899,,2015-12-11 00:00:00.000
4248,嘉定,嘉定主城区,外环以外,清河路100弄,,,住宅,201899,,2015-12-11 00:00:00.000
4249,嘉定,嘉定主城区,外环以外,张马路38弄,,,住宅,201899,,2015-12-11 00:00:00.000
4250,黄浦,人民广场,内环以内,威海大楼,,,住宅,200003,,2015-12-11 00:00:00.000
4251,闵行,七宝,外环以外,沪青平公路1027弄,,,待定,201105,,2015-12-11 00:00:00.000
4252,闵行,莘庄,外环以外,莘浜路341弄,,,住宅,201199,,2015-12-11 00:00:00.000
4253,嘉定,嘉定主城区,外环以外,嘉罗公路531弄,,,住宅,201822,,2015-12-11 00:00:00.000
4254,浦东,周康,外环以外,新马路401弄,,,待定,200070,,2015-12-11 00:00:00.000
4255,宝山,淞南高境,中外环间,漠河西路30弄,,,住宅,201999,,2015-12-11 00:00:00.000
4256,浦东,浦东其它,外环以外,永春北路244弄,,,待定,201311,,2015-12-11 00:00:00.000
4257,虹口,四川北路,内环以内,宝安路138弄,,,待定,200081,,2015-12-11 00:00:00.000
4258,普陀,曹杨,内中环间,解放村,,,住宅,201908,,2015-12-11 00:00:00.000
4259,浦东,北蔡,内中环间,张家宅,,,待定,201204,,2015-12-11 00:00:00.000
4261,徐汇,徐汇中心,内环以内,艺术公寓,,,住宅,200031,,2015-12-11 00:00:00.000
4262,静安,南京西路,内环以内,金柏苑,,,住宅,200040,,2015-12-11 00:00:00.000
4263,黄浦,打浦桥,内环以内,达新大楼,,,住宅,200023,,2015-12-11 00:00:00.000
4264,虹口,北外滩,内环以内,沪工小区,,,住宅,200082,,2015-12-11 00:00:00.000
4265,徐汇,徐汇中心,内环以内,冶金大楼,,,住宅,200032,,2015-12-11 00:00:00.000
4266,杨浦,鞍山,内环以内,贵人大厦,,,综合社区,200092,,2015-12-11 00:00:00.000
4267,松江,九亭,外环以外,沪亭苑,,,住宅,201615,,2015-12-11 00:00:00.000
4268,崇明,崇明新城,外环以外,海鸥新村,,,住宅,202150,,2015-12-11 00:00:00.000
4269,金山,金山新城,外环以外,南安新村,,,住宅,201512,,2015-12-11 00:00:00.000
4270,金山,金山中部,外环以外,牡丹新村,,,住宅,201101,,2015-12-11 00:00:00.000
4271,金山,石化,外环以外,滨海四村,,,住宅,201512,,2015-12-11 00:00:00.000
4272,金山,枫泾,外环以外,桥英花苑,,,住宅,201501,,2015-12-11 00:00:00.000
4273,金山,枫泾,外环以外,幸福新村,,,住宅,201501,,2015-12-11 00:00:00.000
4274,浦东,新场,外环以外,东海农场,,,住宅,201304,,2015-12-11 00:00:00.000
4275,奉贤,奉贤其它,外环以外,康发小区,,,住宅,201401,,2015-12-11 00:00:00.000
4276,金山,石化,外环以外,滨海一村,,,住宅,201512,,2015-12-11 00:00:00.000
4277,浦东,惠南,外环以外,南城苑,,,综合社区,201399,,2015-12-11 00:00:00.000
4278,奉贤,南桥新城,外环以外,浦南园,,,住宅,201499,,2015-12-11 00:00:00.000
4279,嘉定,嘉定主城区,外环以外,清河路34弄,,,住宅,201899,,2015-12-11 00:00:00.000
4280,嘉定,安亭汽车城,外环以外,宝安公路4385弄,,,住宅,201814,,2015-12-11 00:00:00.000
4281,嘉定,嘉定主城区,外环以外,清河路153弄,,,住宅,201899,,2015-12-11 00:00:00.000
4282,嘉定,嘉定主城区,外环以外,塔城路360弄,,,住宅,201899,,2015-12-11 00:00:00.000
4283,浦东,惠南,外环以外,新天地康达公寓,,,综合社区,201399,,2015-12-11 00:00:00.000
4284,金山,金山新城,外环以外,赞成红树林,,,住宅,201508,,2015-12-11 00:00:00.000
4285,松江,松江新城,外环以外,红宾院小区,,,住宅,201699,,2015-12-11 00:00:00.000
4286,闵行,马桥,外环以外,西街小区,,,住宅,201111,,2015-12-11 00:00:00.000
4287,嘉定,嘉定主城区,外环以外,白银时代,,,住宅,,,2015-12-11 00:00:00.000
4288,嘉定,嘉定主城区,外环以外,竹园公寓,,,住宅,201899,,2015-12-11 00:00:00.000
4289,嘉定,嘉定主城区,外环以外,沧海绿苑,,,住宅,201818,,2015-12-11 00:00:00.000
4290,闵行,浦江,外环以外,陈行一村,,,住宅,201114,,2015-12-11 00:00:00.000
4291,松江,松江新城,外环以外,华中公寓,,,住宅,201699,,2015-12-11 00:00:00.000
4292,闵行,七宝,外环以外,航东路606弄,,,住宅,201105,,2015-12-11 00:00:00.000
4293,静安,彭浦,中外环间,景风路403弄,,,住宅,200435,,2015-12-11 00:00:00.000
4294,浦东,祝桥,外环以外,金舟苑,,,住宅,201202,,2015-12-11 00:00:00.000
4295,长宁,新华路,内环以内,定西路419弄,,,住宅,200052,,2015-12-11 00:00:00.000
4296,松江,松江新城,外环以外,民乐三村,,,综合社区,201600,,2015-12-11 00:00:00.000
4297,崇明,崇明新城,外环以外,西门村,,,住宅,202150,,2015-12-11 00:00:00.000
4298,长宁,虹桥,内中环间,联建新村,,,住宅,200051,,2015-12-11 00:00:00.000
4299,徐汇,徐汇中心,内环以内,宛平南路240弄,,,住宅,200030,,2015-12-11 00:00:00.000
4300,徐汇,徐汇中心,内环以内,宛平南路431弄,,,住宅,200032,,2015-12-11 00:00:00.000
4301,静安,大宁,内中环间,上大东村,,,住宅,200072,,2015-12-11 00:00:00.000
4302,杨浦,东外滩,内中环间,福宁路27弄,,,住宅,200082,,2015-12-11 00:00:00.000
4303,浦东,金杨,内中环间,泾东新村,,,住宅,200135,,2015-12-11 00:00:00.000
4304,奉贤,奉贤其它,外环以外,天鹏四区,,,住宅,201412,,2015-12-11 00:00:00.000
4305,嘉定,嘉定主城区,外环以外,新乐花苑,,,住宅,201822,,2015-12-11 00:00:00.000
4306,嘉定,南翔,外环以外,德华一村,,,住宅,201802,,2015-12-11 00:00:00.000
4307,金山,金山中部,外环以外,康发新苑,,,住宅,201502,,2015-12-11 00:00:00.000
4308,崇明,崇明新城,外环以外,中街山路87弄,,,住宅,202150,,2015-12-11 00:00:00.000
4309,金山,石化,外环以外,东礁三村,,,住宅,200540,,2015-12-11 00:00:00.000
4310,松江,松江新城,外环以外,松汇东路291弄,,,住宅,201699,,2015-12-11 00:00:00.000
4311,青浦,青浦新城,外环以外,嘉憬河畔公寓,,,住宅,201799,,2015-12-11 00:00:00.000
4312,浦东,惠南,外环以外,沿河泾南路23弄,,,住宅,201399,,2015-12-11 00:00:00.000
4313,嘉定,嘉定主城区,外环以外,叶城二街坊,,,住宅,201821,,2015-12-11 00:00:00.000
4314,嘉定,嘉定北部,外环以外,天马新村,,,住宅,201801,,2015-12-11 00:00:00.000
4315,嘉定,嘉定主城区,外环以外,叶城三街坊,,,住宅,201821,,2015-12-11 00:00:00.000
4316,嘉定,嘉定主城区,外环以外,民乐路100弄,,,住宅,201800,,2015-12-11 00:00:00.000
4317,嘉定,真新,中外环间,振鑫花园,,,住宅,201824,,2015-12-11 00:00:00.000
4318,嘉定,江桥,外环以外,华江一村,,,综合社区,201803,,2015-12-11 00:00:00.000
4319,嘉定,嘉定主城区,外环以外,嘉珉公寓,,,住宅,201822,,2015-12-11 00:00:00.000
4320,松江,九亭,外环以外,良隆园,,,住宅,201615,,2015-12-11 00:00:00.000
4321,嘉定,嘉定北部,外环以外,花园新村,,,住宅,201814,,2015-12-11 00:00:00.000
4322,浦东,张江,内中环间,杨镇小区,,,住宅,201203,,2016-12-29 10:21:00.000
4323,奉贤,南桥新城,外环以外,解放三村,,,综合社区,201908,,2015-12-11 00:00:00.000
4324,嘉定,安亭汽车城,外环以外,芙蓉新村,,,住宅,201805,,2015-12-11 00:00:00.000
4325,徐汇,徐汇中心,内环以内,医大公寓,,,住宅,200032,,2015-12-11 00:00:00.000
4326,虹口,四川北路,内环以内,四达路210弄,,,住宅,200081,,2015-12-11 00:00:00.000
4327,松江,泗泾,外环以外,祥和公寓,,,综合社区,201601,,2015-12-11 00:00:00.000
4328,浦东,塘桥,内环以内,峨山路455弄,,,住宅,200127,,2015-12-11 00:00:00.000
4329,普陀,光新,内中环间,宜洛馨苑,,,住宅,200065,,2015-12-11 00:00:00.000
4330,静安,大宁,内中环间,平型关路250弄,,,住宅,200072,,2015-12-11 00:00:00.000
4331,虹口,凉城,中外环间,新市南路1130弄,,,住宅,200434,,2015-12-11 00:00:00.000
4332,浦东,北蔡,内中环间,芳华路411弄,,,住宅,201204,,2015-12-11 00:00:00.000
4333,嘉定,真新,中外环间,住嘉佳园,,,住宅,201824,,2015-12-11 00:00:00.000
4334,浦东,外高桥,中外环间,金纬新苑,,,住宅,200137,,2015-12-11 00:00:00.000
4335,浦东,惠南,外环以外,城基路71弄,,,住宅,201399,,2015-12-11 00:00:00.000
4336,崇明,崇明新城,外环以外,八一路817弄,,,住宅,202150,,2015-12-11 00:00:00.000
4337,嘉定,嘉定主城区,外环以外,新成十坊,,,住宅,201800,,2015-12-11 00:00:00.000
4338,松江,松江新城,外环以外,新高乐小区,,,住宅,201699,,2015-12-11 00:00:00.000
4339,嘉定,嘉定主城区,外环以外,塔城东路492弄,,,住宅,201822,,2015-12-11 00:00:00.000
4340,浦东,惠南,外环以外,中汇花园,,,综合社区,201399,,2015-12-11 00:00:00.000
4341,嘉定,安亭汽车城,外环以外,龙安佳苑,,,住宅,201805,,2015-12-11 00:00:00.000
4342,松江,松江新城,外环以外,景德路37弄,,,综合社区,201699,,2015-12-11 00:00:00.000
4343,嘉定,嘉定主城区,外环以外,迎园路300弄,,,住宅,201822,,2015-12-11 00:00:00.000
4344,嘉定,南翔,外环以外,博威祥源福邸,,,住宅,201802,,2015-12-11 00:00:00.000
4345,闵行,古美罗阳,中外环间,南方公寓,,,住宅,201102,,2015-12-11 00:00:00.000
4346,浦东,陆家嘴,内环以内,张杨路251弄,,,待定,200120,,2015-12-11 00:00:00.000
4347,嘉定,嘉定主城区,外环以外,北大街280弄,,,住宅,201899,,2015-12-11 00:00:00.000
4348,嘉定,嘉定主城区,外环以外,人民街278弄,,,住宅,201899,,2015-12-11 00:00:00.000
4349,嘉定,嘉定主城区,外环以外,嘉邦小区,,,住宅,201899,,2015-12-11 00:00:00.000
4350,浦东,周康,外环以外,周浦新村,,,住宅,201318,,2015-12-11 00:00:00.000
4351,杨浦,东外滩,内中环间,杭州路433弄,,,待定,200090,,2015-12-11 00:00:00.000
4352,青浦,赵巷,外环以外,绿地国际山庄,,,别墅,201703,,2015-12-11 00:00:00.000
4353,金山,朱泾,外环以外,紫金名苑,,,综合社区,201500,,2015-12-11 00:00:00.000
4354,徐汇,徐汇中心,内环以内,爱博大厦,,,住宅,200030,,2015-12-11 00:00:00.000
4355,徐汇,徐汇中心,内环以内,淮海中路1270弄,,,综合社区,200031,,2015-12-11 00:00:00.000
4356,黄浦,人民广场,内环以内,申升公寓,,,住宅,200010,,2015-12-11 00:00:00.000
4357,虹口,四川北路,内环以内,华能公寓,,,住宅,200081,,2015-12-11 00:00:00.000
4358,静安,不夜城,内环以内,晋元路85号,,,住宅,200070,,2015-12-11 00:00:00.000
4359,徐汇,徐汇中心,内环以内,医学院路128号,,,住宅,200032,,2015-12-11 00:00:00.000
4360,静安,曹家渡,内环以内,武西村,,,住宅,200042,,2015-12-11 00:00:00.000
4361,徐汇,南站,内中环间,锦隆苑,,,住宅,200237,,2015-12-11 00:00:00.000
4362,虹口,四川北路,内环以内,欧阳路452弄,,,住宅,200081,,2015-12-11 00:00:00.000
4363,奉贤,奉贤其它,外环以外,盘龙小区,,,综合社区,201411,,2015-12-11 00:00:00.000
4364,崇明,崇明新城,外环以外,富源花苑,,,住宅,200011,,2015-12-11 00:00:00.000
4365,金山,金山中部,外环以外,桃园路15弄,,,住宅,201505,,2015-12-11 00:00:00.000
